volume,plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
Supp,3,,Papuan Podargus,Podargus papuensis,Podargus papuensis,Papuan Frogmouth,papfro1,eBird/Clements 2025,Q1190032,2497120,BA1D64E2E70D8E4D,,,high,yes,Papuan Frogmouth; not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,4,,Marbled Podargus,Podargus marmoratus,Podargus ocellatus,Marbled Frogmouth,marfro1,eBird/Clements 2025,Q261612,2497113,A9003A7BBC4AEE30,Podargus ocellatus_Marbled Frogmouth,,high,yes,marmoratus = Marbled Frogmouth,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,5,,Yellow-billed Kingfisher,Halcyon flavirostris,Syma torotoro,Yellow-billed Kingfisher,yebkin1,eBird/Clements 2025,Q1270101,2475888,E274D1BF3C992FFD,Syma torotoro_Yellow-billed Kingfisher,,high,yes,Halcyon flavirostris = Yellow-billed Kingfisher,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,6,,White-tailed Tanysiptera,Tanysiptera Sylvia,Tanysiptera sylvia,Buff-breasted Paradise-Kingfisher,bubpak1,eBird/Clements 2025,,,,Tanysiptera sylvia_Buff-breasted Paradise-Kingfisher,,high,yes,Buff-breasted Paradise-Kingfisher,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,7,,Black-faced Wood-Swallow,Artamus melanops,Artamus cinereus,Black-faced Woodswallow,blfwoo1,eBird/Clements 2025,Q795089,5230399,DD4B0562F1889B31,Artamus cinereus_Black-faced Woodswallow,,high,yes,melanops = race of Black-faced Woodswallow,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,8,,Yellow-rumped Pardalote,Pardalotus xanthopygius,Pardalotus punctatus,Spotted Pardalote,spopar1,eBird/Clements 2025,Q573169,2486622,,Pardalotus punctatus_Spotted Pardalote,,high,yes,xanthopygus = Yellow-rumped race of Spotted Pardalote,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,9,,Keraudren's Crow-Shrike,Manucodia Keraudreni,Phonygammus keraudrenii,Trumpet Manucode,truman1,eBird/Clements 2025,Q25260858,7341526,07ACEB19E22743DD,Phonygammus keraudrenii_Trumpet Manucode,,high,yes,Trumpet Manucode,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,10,,Kaup's Flycatcher,Arses Kaupi,Arses kaupi,Pied Monarch,piemon1,eBird/Clements 2025,Q777968,2486665,,,,high,yes,Pied Monarch; not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,11,,Yellow-breasted Flycatcher,Machaerirhynchus flaviventer,Machaerirhynchus flaviventer,Yellow-breasted Boatbill,yebboa1,eBird/Clements 2025,Q1307621,2486658,,Machaerirhynchus flaviventer_Yellow-breasted Boatbill,,high,yes,Yellow-breasted Boatbill,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,12,,White-eared Flycatcher,Monarcha leucotis,Carterornis leucotis,White-eared Monarch,whemon1,eBird/Clements 2025,Q1704238,4845713,,Carterornis leucotis_White-eared Monarch,,high,yes,White-eared Monarch,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,13,,White-bellied Flycatcher,Monarcha albiventris,Symposiachrus trivirgatus,Australian Spectacled Monarch,spemon1,eBird/Clements 2025,Q840107,7342258,FDE2DC2E08C0FA2F,Symposiachrus trivirgatus_Spectacled Monarch,,medium,yes,Monarcha albiventris Gould = Cape York race of Spectacled Monarch,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,14,,Masked Gerygone,Gerygone personata,Gerygone palpebrosa,Fairy Gerygone,faiger1,eBird/Clements 2025,Q1302170,2486559,B0902BCC7AB043CD,Gerygone palpebrosa_Fairy Gerygone,,high,yes,personata = Fairy Gerygone (black-throated race),List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,15,,Buff-sided Robin,Petroica cerviniventris,Poecilodryas cerviniventris,Buff-sided Robin,busrob1,eBird/Clements 2025,Q1301996,4846997,055E5B40DB1DDF99,,,high,yes,Buff-sided Robin; not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,16,,Eastern Scrub-Robin,Drymodes superciliaris,Drymodes superciliaris,Northern Scrub-Robin,nosrob1,eBird/Clements 2025,Q1587882,2489277,3B182307DAFF5E30,,,high,yes,Northern Scrub-Robin; not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,17,,Large-headed Robin,Eopsaltria capito,Eopsaltria capito,Pale-yellow Robin,payrob1,eBird/Clements 2025,Q40994206,,42D29B358EE6C7C3,Tregellasia capito_Pale-yellow Robin,,high,yes,Pale-yellow Robin,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,18,,White-tailed Robin,Eopsaltria leucura,Melanodryas pulverulenta,Mangrove Robin,manrob1,eBird/Clements 2025,Q692554,4847003,F87556C76AED0EE1,,,high,yes,"Eopsaltria leucura Gould (N mangroves, white tail bases) = Mangrove Robin; not in BirdNET",List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,19,,Albert Lyre-Bird,Menura Alberti,Menura alberti,Albert's Lyrebird,alblyr1,eBird/Clements 2025,Q1073505,2488979,05554FAE7C478034,Menura alberti_Albert's Lyrebird,,high,yes,Albert's Lyrebird,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,20,,Crowned Wren,Malurus coronatus,Malurus coronatus,Purple-crowned Fairywren,pucfai2,eBird/Clements 2025,Q1584142,2487503,680AC77FEADF08DC,,,high,yes,Purple-crowned Fairywren; not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,21,,Lovely Wren,Malurus amabilis,Malurus amabilis,Lovely Fairywren,lovfai1,eBird/Clements 2025,Q1164376,2487502,02B9E9304C42FAEA,Malurus amabilis_Lovely Fairywren,,high,yes,Lovely Fairywren,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,22,,Fawn-breasted Superb Warbler,Malurus hypoleucus,Malurus amabilis,Lovely Fairywren,lovfai1,eBird/Clements 2025,Q1164376,2487502,02B9E9304C42FAEA,Malurus amabilis_Lovely Fairywren,,medium,yes,"hypoleucus Gould (Cape York; blue above, white lores and eye-ring, cream below) matches Lovely Fairywren in female-type plumage",List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,23,,Turquoisine Superb Warbler,Malurus callainus,Malurus splendens,Splendid Fairywren,splfai1,eBird/Clements 2025,Q850528,2487511,391EA6CB4F70C90F,Malurus splendens_Splendid Fairywren,,high,yes,callainus = Turquoise race of Splendid Fairywren,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,24,,White-backed Superb Warbler,Malurus leuconotus,Malurus leucopterus,White-winged Fairywren,whwfai1,eBird/Clements 2025,Q933383,2487507,09FF44CFB5A4B9CA,Malurus leucopterus_White-winged Fairywren,,high,yes,leuconotus = mainland race of White-winged Fairywren,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,25,,Rufous-headed Bristle-Bird,Sphenura Broadbenti,Dasyornis broadbenti,Rufous Bristlebird,rufbri1,eBird/Clements 2025,Q3016875,5230415,CA9DB79D35063884,Dasyornis broadbenti_Rufous Bristlebird,,high,yes,Rufous Bristlebird,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,26,,Rufescent Scrub-Bird,Atrichia rufescens,Atrichornis rufescens,Rufous Scrub-bird,rusbir1,eBird/Clements 2025,Q1188350,2495095,EA9FC4C7D07D2CE1,Atrichornis rufescens_Rufous Scrub-bird,,high,yes,Rufous Scrub-bird,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,27,,Downy Pycnoptilus,Pycnoptilus floccosus,Pycnoptilus floccosus,Pilotbird,pilotb1,eBird/Clements 2025,Q1585682,2486595,F16E99A0640858CA,Pycnoptilus floccosus_Pilotbird,,high,yes,Pilotbird,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,28,,Great Acanthiza,Acanthiza magna,Acanthornis magna,Scrubtit,scrubt2,eBird/Clements 2025,Q1586082,7341473,69825DA0A51B4C85,,,high,yes,Scrubtit; not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,29,,Macklot's Pitta,Pitta Mackloti,Erythropitta macklotii,Papuan Pitta,pappit1,eBird/Clements 2025,Q27075089,7824398,,Erythropitta macklotii_Papuan Pitta,,high,yes,Pitta mackloti = Papuan Pitta (Australian digglesi belongs here),List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,30,,Grey-headed Blackbird,Merula poliocephala,Turdus poliocephalus,Tasman Sea Island-Thrush,norist1,eBird/Clements 2025,Q1587231,2490715,DD347DC6CF8DEC75,Turdus poliocephalus_Island Thrush,,high,yes,Merula poliocephala = extinct Norfolk race of Island Thrush,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,31,,Vinous-tinted Blackbird,Merula vinitincta,Turdus poliocephalus,Tasman Sea Island-Thrush,norist1,eBird/Clements 2025,Q1587231,2490715,DD347DC6CF8DEC75,Turdus poliocephalus_Island Thrush,,high,yes,vinitincta = extinct Lord Howe race of Island Thrush,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,32,,Chestnut-breasted Ground-Thrush,Cinclosoma castaneothorax,Cinclosoma castaneothorax,Chestnut-breasted Quail-thrush,cbqthr1,eBird/Clements 2025,Q1306874,2495064,476F7031FDFB6C98,Cinclosoma castaneothorax_Chestnut-breasted Quail-thrush,,high,yes,Chestnut-breasted Quail-thrush,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,33,,Shining Aplonis,Aplonis metallica,Aplonis metallica,Metallic Starling,metsta1,eBird/Clements 2025,Q605720,2489042,,Aplonis metallica_Metallic Starling,,high,yes,Metallic Starling,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,34,,Rawnsley's Bower-bird,Ptilonorhynchus Rawnsleyi,,,,,,,,,,high,yes,Rawnsley's Bowerbird is an intergeneric hybrid; no species to pin,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,35,,Guttated Bower-bird,Chlamydera guttata,Chlamydera guttata,Western Bowerbird,wesbow1,eBird/Clements 2025,Q903109,2494828,2C118B44A19607F7,,,high,yes,Western Bowerbird; not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,36,,Fawn-breasted Bower-bird,Chlamydera cerviniventris,Chlamydera cerviniventris,Fawn-breasted Bowerbird,fabbow1,eBird/Clements 2025,Q863070,2494821,93DAA1B31675837E,,,high,yes,Fawn-breasted Bowerbird; not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,37,,Yellow-bellied Sphecotheres,Sphecotheres flaviventris,Sphecotheres vieilloti,Australasian Figbird,ausfig1,eBird/Clements 2025,Q1588820,7340924,,Sphecotheres vieilloti_Australasian Figbird,,high,yes,flaviventris = yellow N race of Australasian Figbird,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,38,,Chestnut-crowned Pomatorhinus,Pomatorhinus ruficeps,Pomatostomus ruficeps,Chestnut-crowned Babbler,chcbab2,eBird/Clements 2025,Q660160,2492267,3931158F196C911F,Pomatostomus ruficeps_Chestnut-crowned Babbler,,high,yes,Chestnut-crowned Babbler,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,39,,Helmeted Honey-eater,Ptilotis cassidix,Lichenostomus melanops,Yellow-tufted Honeyeater,yethon3,eBird/Clements 2025,Q3179459,2486903,,Lichenostomus melanops_Yellow-tufted Honeyeater,,high,yes,cassidix = Helmeted race of Yellow-tufted Honeyeater,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,40,,Fasciated Honey-eater,Ptilotis fasciogularis,Gavicalis fasciogularis,Mangrove Honeyeater,manhon1,eBird/Clements 2025,Q27075248,7897938,EEC32D82391BDE39,Gavicalis fasciogularis_Mangrove Honeyeater,,high,yes,Mangrove Honeyeater,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,41,,Yellow-spotted Honey-eater,Ptilotis notata,Meliphaga notata,Yellow-spotted Honeyeater,yeshon1,eBird/Clements 2025,Q1301280,2486837,80CAC2CDE36E04BD,Meliphaga notata_Yellow-spotted Honeyeater,,high,yes,Yellow-spotted Honeyeater,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,42,,Streaked Honey-eater,Ptilotis filigera,Xanthotis flaviventer,Tawny-breasted Honeyeater,tabhon1,eBird/Clements 2025,Q2224757,2487213,4F0E8694EA1BB741,,,high,yes,Ptilotis filigera = Cape York race of Tawny-breasted Honeyeater; not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,43,,Cockerell's Honey-eater,Ptilotis Cockerelli,Trichodere cockerelli,White-streaked Honeyeater,whshon1,eBird/Clements 2025,Q1301288,2487198,,,,high,yes,White-streaked Honeyeater; not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,44,,Helmeted Friar-bird,Tropidorhynchus buceroides,Philemon buceroides,Helmeted Friarbird,helfri1,eBird/Clements 2025,Q795511,2487072,432B6CF1D18912EC,Philemon buceroides_Helmeted Friarbird,,medium,yes,"Helmeted Friarbird; Gould's bird is probably the Cape York form (yorki), which BirdNET's buceroides includes",List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,45,,Australian Sun-bird,Nectarinia australis,Cinnyris jugularis,Garden Sunbird,olbsun31,eBird/Clements 2025,Q766717,7340578,0643F17D71DA593D,Cinnyris jugularis_Olive-backed Sunbird,,high,yes,Nectarinia australis = Olive-backed Sunbird,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,46,,White-breasted Zosterops,Zosterops albogularis,Zosterops albogularis,White-chested White-eye,wcweye1,eBird/Clements 2025,Q994409,2489367,93D88F0A210A8EEA,,,high,yes,White-chested White-eye (Norfolk); not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,47,,Slender-billed Zosterops,Zosterops tenuirostris,Zosterops tenuirostris,Slender-billed White-eye,sbweye1,eBird/Clements 2025,Q904888,2489371,450F2BB69306AD30,,,high,yes,Slender-billed White-eye (Norfolk); not in BirdNET,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,48,,Robust Zosterops,Zosterops strenuus,Zosterops strenuus,Robust White-eye,robwhe1,eBird/Clements 2025,Q912836,2489393,,,,high,yes,"Robust White-eye (Lord Howe, extinct); not in BirdNET",List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,49,,Grey-breasted Zosterops,Zosterops tephropleurus,Zosterops lateralis,Silvereye,silver3,eBird/Clements 2025,Q313394,2489396,27A57A03744EB709,Zosterops lateralis_Silvereye,,high,yes,tephropleurus = Lord Howe race of Silvereye,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,50,,Victoria Rifle-bird,Ptiloris Victoriae,Ptiloris victoriae,Victoria's Riflebird,vicrif1,eBird/Clements 2025,Q643078,2494896,,Ptiloris victoriae_Victoria's Riflebird,,high,yes,Victoria's Riflebird,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,51,,Magnificent Rifle-bird,Ptiloris magnifica,Ptiloris magnificus,Magnificent Riflebird,magrif3,eBird/Clements 2025,Q279428,2494897,,Ptiloris magnificus_Magnificent Riflebird,,high,yes,Magnificent Riflebird (Cape York alberti),List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,52,,Standard-Wing,Semioptera Wallacei,Semioptera wallacii,Standardwing Bird-of-Paradise,walsta2,eBird/Clements 2025,Q766568,2494872,5B56D6BE55E3B3B0,Semioptera wallacii_Standardwing Bird-of-Paradise,,high,yes,Standardwing,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,53,,Spalding's Orthonyx,Orthonyx Spaldingi,Orthonyx spaldingii,Chowchilla,chowch1,eBird/Clements 2025,Q1315452,2490708,,Orthonyx spaldingii_Chowchilla,,high,yes,Chowchilla,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
Supp,54,,Striated Sittella,Sittella striata,Daphoenositta chrysoptera,Varied Sittella,varsit8,eBird/Clements 2025,Q1589525,2487489,99536A00380435B4,Daphoenositta chrysoptera_Varied Sittella,,high,yes,striata = race of Varied Sittella,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk
Supp,55,,Chestnut-breasted Cuckoo,Cacomantis castaneiventris,Cacomantis castaneiventris,Chestnut-breasted Cuckoo,chbcuc3,eBird/Clements 2025,Q1274228,2496249,263607644090FE0C,Cacomantis castaneiventris_Chestnut-breasted Cuckoo,,high,yes,Chestnut-breasted Cuckoo,List of Plates (vol. Supp); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
